id,title,author_count,type,publisher,link
85027547510,Serial immunomonitoring of cancer patients receiving combined antagonistic anti-CD40 and chemotherapy reveals consistent and cyclical modulation of T cell and dendritic cell parameters,5,Article,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027547510&origin=inward
84951823822,Chemotherapy and immunotherapy: Mapping the road ahead,4,Review,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84951823822&origin=inward
84963829026,Identification of a Bipotent Epithelial Progenitor Population in the Adult Thymus,8,Article,Elsevier B.V.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84963829026&origin=inward
84961613506,Dexamethasone co-medication in cancer patients undergoing chemotherapy causes substantial immunomodulatory effects with implications for chemo-immunotherapy strategies,4,Article,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84961613506&origin=inward
84949936992,"A phase 1b clinical trial of the CD40-activating antibody CP-870,893 in combination with cisplatin and pemetrexed in malignant pleural mesothelioma",13,Article,Oxford University Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84949936992&origin=inward
84921699019,A Direct Pre-screen for Marine Bacteria Producing Compounds Inhibiting Quorum Sensing Reveals Diverse Planktonic Bacteria that are Bioactive,5,Article,"Springer Science and Business Media, LLC",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921699019&origin=inward
84876522514,Synergistic Effect of CTLA-4 Blockade and Cancer Chemotherapy in the Induction of Anti-Tumor Immunity,9,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876522514&origin=inward
70349170354,Cyclophosphamide chemotherapy sensitizes tumor cells to TRAIL-dependent CD8 T cell-mediated immune attack resulting in suppression of tumor growth,13,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70349170354&origin=inward
34147150867,Gene and protein expression profiling of human ovarian cancer cells treated with the heat shock protein 90 inhibitor 17-allylamino-17-demethoxygeldanamycin,21,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34147150867&origin=inward
85114015493,Dynamic changes in the T cell receptor repertoire during treatment with radiotherapy combined with an immune checkpoint inhibitor,8,Article,John Wiley and Sons Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114015493&origin=inward
85107517011,"Correction to: Tumour draining lymph node-generated CD8 T cells play a role in controlling lung metastases after a primary tumour is removed but not when adjuvant immunotherapy is used (Cancer Immunology, Immunotherapy, (2021), 70, 11, (3249-3258), 10.1007/s00262-021-02934-3)",13,Erratum,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107517011&origin=inward
85104158138,Tumour draining lymph node-generated CD8 T cells play a role in controlling lung metastases after a primary tumour is removed but not when adjuvant immunotherapy is used,13,Article,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104158138&origin=inward
85111002637,Characterization of neoantigen-specific T cells in cancer resistant to immune checkpoint therapies,13,Article,National Academy of Sciences,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111002637&origin=inward
85106308130,Reprogramming the anti-tumor immune response via CRISPR genetic and epigenetic editing,7,Review,Cell Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106308130&origin=inward
85103828814,Tolerance to Proinsulin-1 Reduces Autoimmune Diabetes in NOD Mice,8,Article,Frontiers Media S.A.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103828814&origin=inward
85074810231,Pre-treatment tumor neo-antigen responses in draining lymph nodes are infrequent but predict checkpoint blockade therapy outcome,8,Article,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074810231&origin=inward
85073247230,Soluble FAS ligand is not required for pancreatic islet inflammation or beta-cell destruction in non-obese diabetic mice,9,Article,Springer Nature,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073247230&origin=inward
85073100489,Neo-antigen specific T cell responses indicate the presence of metastases before imaging,10,Article,"Nature Publishing GroupHoundmillsBasingstoke, HampshireRG21 6XS",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073100489&origin=inward
85055595621,Perinatal tolerance to proinsulin is sufficient to prevent autoimmune diabetes,9,Article,American Society for Clinical Investigation,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055595621&origin=inward
85067046947,Acquired resistance during adoptive cell therapy by transcriptional silencing of immunogenic antigens,10,Article,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067046947&origin=inward
85035320428,Granzyme a deficiency breaks immune tolerance and promotes autoimmune diabetes through a Type i interferon-dependent pathway,21,Article,American Diabetes Association Inc.membership@diabetes.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85035320428&origin=inward
85017103355,Immunotherapy for Lung Malignancies: From Gene Sequencing to Novel Therapies,4,Article,Elsevier Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017103355&origin=inward
85028716934,Transient Treg depletion enhances therapeutic anti-cancer vaccination:,14,Article,Wiley-Blackwell,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028716934&origin=inward
84964337210,Analysis of antigen specific T cells in diabetes - Lessons from pre-clinical studies and early clinical trials,5,Review,Academic Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84964337210&origin=inward
84943390799,BIM deficiency protects NOD mice from diabetes by diverting thymocytes to regulatory T cells,16,Article,American Diabetes Association Inc.membership@diabetes.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84943390799&origin=inward
84892686874,Effector-memory T cells develop in islets and report islet pathology in type 1 diabetes,12,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84892686874&origin=inward
84906056658,Functional cytotoxic T lymphocytes against IGRP 206-214 predict diabetes in the non-obese diabetic mouse,8,Article,"Nature Publishing GroupHoundmillsBasingstoke, HampshireRG21 6XS",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906056658&origin=inward
84876796565,Proinflammatory cytokines contribute to development and function of regulatory T cells in type 1 diabetes,6,Article,Blackwell Publishing Inc.subscrip@blackwellpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876796565&origin=inward
84879156552,Pathogenic mechanisms in type 1 diabetes: The islet is both target and driver of disease,9,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84879156552&origin=inward
84858142915,Expression of pro- and antiapoptotic molecules of the Bcl-2 family in human islets postisolation,12,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84858142915&origin=inward
84856541583,Complete diabetes protection despite delayed thymic tolerance in NOD8.3 TCR transgenic mice due to antigen-induced extrathymic deletion of T cells,11,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856541583&origin=inward
80051950689,TNF receptor 1 deficiency increases regulatory T cell function in nonobese diabetic mice,11,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80051950689&origin=inward
84966668589,Lack of MG53 in human heart precludes utility as a biomarker of myocardial injury or endogenous cardioprotective factor,11,Article,Oxford University Pressjnl.info@oup.co.uk,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84966668589&origin=inward
84882680799,A novel class of anticancer compounds targets the actin cytoskeleton in tumor cells,23,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84882680799&origin=inward
80053124071,"Somatic mutations in NKX2-5, GATA4, and HAND1 are not a common cause of tetralogy of Fallot or hypoplastic left heart",10,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80053124071&origin=inward
79958138045,Investigation of association between PFO complicated by cryptogenic stroke and a common variant of the cardiac transcription factor GATA4,15,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79958138045&origin=inward
79251575578,Increased connective tissue growth factor associated with cardiac fibrosis in the mdx mouse model of dystrophic cardiomyopathy,6,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79251575578&origin=inward
78650347494,GATA4 mutations in 357 unrelated patients with congenital heart malformation,12,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650347494&origin=inward
74549117387,Reply to the Editor,3,Letter,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=74549117387&origin=inward
64649089689,Myocardial membrane injury in pediatric cardiac surgery: An animal model,14,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=64649089689&origin=inward
67649395592,Dysfunction induced by ischemia versus edema: Does edema matter?,7,Article,Mosby Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67649395592&origin=inward
49049114051,Changes in skeletal muscle expression of AQP1 and AQP4 in dystrophinopathy and dysferlinopathy patients,8,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=49049114051&origin=inward
56249101005,Myocardial ischemia is more important than the effects of cardiopulmonary bypass on myocardial water handling and postoperative dysfunction: A pediatric animal model,13,Article,Mosby Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=56249101005&origin=inward
34547738523,"Mutations in crdiac T-box factor gene TBX20 are associated with diverse cardiac pathologies, including defects of septation and valvulogenesis and cardiomyopathy",23,Article,Cell Presssubs@cell.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34547738523&origin=inward
33746791014,"Cardiac aquaporin expression in humans, rats, and mice",9,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33746791014&origin=inward
33746830229,Myocardial water handling and the role of aquaporins,6,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33746830229&origin=inward
33646558596,NF-κB protects neurons from ischemic injury after middle cerebral artery occlusion in mice,5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33646558596&origin=inward
17044366567,Temporary focal ischemia in the mouse: Technical aspects and patterns of Fluoro-Jade evident neurodegeneration,6,Article,Elsevier,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=17044366567&origin=inward
4744341332,Infusion of human umbilical cord blood cells in a rat model of stroke dose-dependently rescues behavioral deficits and reduces infarct volume,9,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=4744341332&origin=inward
2342634555,Temporal and regional expression of Fos-related proteins in response to ischemic injury,2,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=2342634555&origin=inward
3042780501,Injury-induced NF-kappaB activation in the hippocampus: implications for neuronal survival.,8,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3042780501&origin=inward
17644387244,The transcriptional response to hypoxic insult controlled by FRA-2,2,Article,Cognizant Communication Corporation,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=17644387244&origin=inward
37474096,Mice expressing human mutant presenilin-1 exhibit decreased activation of NF-κB p50 in hippocampal neurons after injury,6,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037474096&origin=inward
37472348,Signal transduction and neurosurvival in experimental models of brain injury,3,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037472348&origin=inward
37040519,Neurodegeneration in the rat hippocampus and striatum after middle cerebral artery occlusion,5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037040519&origin=inward
33860818,Hypomethylation of cytosine 5-methyltransferase in human neoplasms,3,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033860818&origin=inward
31973952,An in vitro study of the effects of venom of Australian elapids on murine skeletal muscle and the protective effect of homologous plasma,4,Article,CEVAP-UNESP,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0031973952&origin=inward
33750190143,DNA methylation in neoplasia,3,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750190143&origin=inward
29845768,Resident and infiltrating immune cells in the uveal tract in the early and late stages of experimental autoimmune uveoretinitis,2,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0029845768&origin=inward
33750178071,Resident and infiltrating immune cells in the uveal tract in experimental autoimmune uveoretinitis,2,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750178071&origin=inward
85132664143,Non-severe burn injury increases cancer incidence in mice and has long-term impacts on the activation and function of T cells,10,Article,Oxford University Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132664143&origin=inward
85115404969,IFNβ Is a Potent Adjuvant for Cancer Vaccination Strategies,15,Article,Frontiers Media S.A.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115404969&origin=inward
85099410261,Fine-tuning the tumour microenvironment: Current perspectives on the mechanisms of tumour immunosuppression,5,Review,MDPI,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099410261&origin=inward
85083524680,Diverse Anti-Tumor Immune Potential Driven by Individual IFNα Subtypes,12,Article,Frontiers Media S.A.info@frontiersin.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083524680&origin=inward
85085869548,Cross-Presenting XCR1+ Dendritic Cells as Targets for Cancer Immunotherapy,3,Review,NLM (Medline),https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085869548&origin=inward
84959378609,PD-L1 on peripheral blood T lymphocytes is prognostic in patients with non-small cell lung cancer (NSCLC) treated with EGFR inhibitors,5,Article,Elsevier Ireland Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84959378609&origin=inward
84944463390,Restoration of defective cross-presentation in tumors by gemcitabine,7,Article,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84944463390&origin=inward
84920982588,"Tumor-infiltrating dendritic cells exhibit defective cross-presentation of tumor antigens, but is reversed by chemotherapy",7,Article,Wiley-VCH Verlaginfo@wiley-vch.de,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84920982588&origin=inward
84886944060,"Tumor cells, rather than dendritic cells, deliver antigen to the lymph node for cross-presentation",8,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84886944060&origin=inward
85027939228,Contribution of the immune system to the chemotherapeutic response,3,Review,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027939228&origin=inward
78349245955,Tumor antigen cross-presentation and the dendritic cell: Where it all begins?,3,Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78349245955&origin=inward
77952839416,CD8α+ DC are not the sole subset cross-presenting cell-associated tumor antigens from a solid tumor,5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77952839416&origin=inward
76249090050,Dual control of antitumor CD8 T cells through the programmed death-1/programmed death-ligand 1 pathway and immunosuppressive CD4 T cells: Regulation and counterregulation,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=76249090050&origin=inward
242580050,IL-2 Intratumoral Immunotherapy Enhances CD8+ T Cells that Mediate Destruction of Tumor Cells and Tumor-Associated Vasculature: A Novel Mechanism for IL-2,8,Article,American Association of Immunologists,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0242580050&origin=inward
85099593793,The search for an interesting partner to combine with PD-L1 blockade in mesothelioma: Focus on TIM-3 and LAG-3,8,Article,MDPI AG,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099593793&origin=inward
85051119509,Bibliometric analysis of gaps in research on asbestos-related diseases: Declining emphasis on public health over 26 years,8,Article,BMJ Publishing Groupsubscriptions@bmjgroup.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051119509&origin=inward
84975075000,Immunotherapy for lung cancer,3,Review,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84975075000&origin=inward
84944457204,Strong spontaneous tumor neoantigen responses induced by a natural human carcinogen,14,Article,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84944457204&origin=inward
84924369766,The efficacy of tumor debulking surgery is improved by adjuvant immunotherapy using imiquimod and anti-CD40,11,Article,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84924369766&origin=inward
84907908977,Chemotherapy enhances cross-presentation of nuclear tumor antigens,5,Article,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84907908977&origin=inward
84906891136,Neoadjuvant anti-tumor vaccination prior to surgery enhances survival,9,Article,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906891136&origin=inward
