id,title,type,publisher,link
85094615619,Characteristics of TCR Repertoire Associated With Successful Immune Checkpoint Therapy Responses,re,Frontiers Media S.A.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094615619&origin=inward
85071196256,Impaired T cell proliferation by ex vivo BET-inhibition impedes adoptive immunotherapy in a murine melanoma model,ar,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071196256&origin=inward
85130555503,BAP1 Loss by Immunohistochemistry Predicts Improved Survival to First-Line Platinum and Pemetrexed Chemotherapy for Patients With Pleural Mesothelioma: A Validation Study,ar,Elsevier Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130555503&origin=inward
85124586649,"Analysis of early pleural fluid samples in patients with mesothelioma: A case series exploration of morphology, BAP1, and CDKN2A status with implications for the concept of mesothelioma in situ in cytology",ar,John Wiley and Sons Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124586649&origin=inward
85107849841,Diagnostic utility of BAP1 for malignant pleural mesothelioma in pleural fluid specimens with atypical morphology,ar,John Wiley and Sons Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107849841&origin=inward
85118884097,Malignant Pleural Mesothelioma: Updates for Respiratory Physicians,re,W.B. Saunders,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118884097&origin=inward
85102657314,Clump material within drainage chest tubes contains diagnostic information: A proof-of-concept case series,le,European Respiratory Society,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102657314&origin=inward
85097909331,Hyaluronic acid in viscous malignant mesothelioma pleural effusion,ar,Blackwell Publishing Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097909331&origin=inward
85094220966,Histologically Diverse BAP1-Deficient Melanocytic Tumors in a Patient With BAP1 Tumor Predisposition Syndrome,ar,Lippincott Williams and Wilkins,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094220966&origin=inward
85090064248,ALK positive malignant peritoneal mesothelioma mimicking inflammatory myofibroblastic tumour: a diagnostic pitfall,le,Elsevier B.V.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090064248&origin=inward
85067524740,Advances in pathological diagnosis of mesothelioma: What pulmonologists should know,re,Lippincott Williams and Wilkinskathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067524740&origin=inward
85063981972,Anti-inflammatory potential of human corneal stroma-derived stem cells determined by a novel in vitro corneal epithelial injury model,ar,"Baishideng Publishing Group Co7901 Stoneridge Drive, Suite 501PleasantonCalifornia94588bpg@baishideng.com",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063981972&origin=inward
85130863595,"Hospitalizations in solid tumor phase I clinical trial patients: Incidence, pattern and clinical outcomes at an Australian phase I clinical trial unit",ar,John Wiley and Sons Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130863595&origin=inward
85101801004,The Current Lung Cancer Neoantigen Landscape and Implications for Therapy,re,Elsevier Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101801004&origin=inward
85085962637,Detection of Low-level EGFR c.2369 C > T (p.Thr790Met) Resistance Mutation in Pre-treatment Non-small Cell Lung Carcinomas Harboring Activating EGFR Mutations and Correlation with Clinical Outcomes,ar,Springer Science and Business Media B.V.editorial@springerplus.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085962637&origin=inward
85056309475,Programmed death ligand-1 expression in non-small cell lung cancer in a Western Australian population and correlation with clinicopathologic features,ar,"Nature Publishing GroupHoundmillsBasingstoke, HampshireRG21 6XS",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056309475&origin=inward
85060658608,Immunotherapy strategies for mesothelioma–the role of tumor specific neoantigens in a new era of precision medicine,re,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060658608&origin=inward
85136626306,Temporally restricted activation of IFNβ signaling underlies response to immune checkpoint therapy in mice,ar,Nature Research,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136626306&origin=inward
85135895932,Cancer chemotherapy: insights into cellular and tumor microenvironmental mechanisms of action,re,Frontiers Media S.A.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135895932&origin=inward
85128265445,"Retinoic Acid Induces an IFN-Driven Inflammatory Tumour Microenvironment, Sensitizing to Immune Checkpoint Therapy",ar,Frontiers Media S.A.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128265445&origin=inward
85051127218,Combination immune checkpoint blockade as an effective therapy for mesothelioma,ar,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051127218&origin=inward
85028406988,Extracellular NAMPT/visfatin causes p53 deacetylation via NAD production and SIRT1 activation in breast cancer cells,ar,"John Wiley and Sons LtdSouthern GateChichester, West SussexPO19 8SQvgorayska@wiley.com",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028406988&origin=inward
85123816168,Protocol of DREAM3R: DuRvalumab with chEmotherapy as first-line treAtment in advanced pleural Mesothelioma-a phase 3 randomised trial,ar,BMJ Publishing Group,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123816168&origin=inward
85131936302,Clinical evidence for synergy between immunotherapy and radiotherapy (SITAR),ar,John Wiley and Sons Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131936302&origin=inward
85111559406,Changes in expression of PD-L1 on peripheral T cells in patients with melanoma and lung cancer treated with PD-1 inhibitors,ar,Nature Research,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111559406&origin=inward
85100957414,A phase 1b clinical trial optimizing regulatory T cell depletion in combination with platinum-based chemotherapy in thoracic cancers,ar,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100957414&origin=inward
85090011637,"Durvalumab with first-line chemotherapy in previously untreated malignant pleural mesothelioma (DREAM): a multicentre, single-arm, phase 2 trial with a safety run-in",ar,Lancet Publishing Groupcususerv@lancet.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090011637&origin=inward
85080949055,Antiangiogeneic Strategies in Mesothelioma,re,Frontiers Media S.A.info@frontiersin.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85080949055&origin=inward
85069055996,Dexamethasone differentially depletes tumour and peripheral blood lymphocytes and can impact the efficacy of chemotherapy/checkpoint blockade combination treatment,ar,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069055996&origin=inward
85068674709,Immune checkpoint inhibition for the treatment of mesothelioma,re,Taylor and Francis Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068674709&origin=inward
85058574401,Tumour associated lymphocytes in the pleural effusions of patients with mesothelioma express high levels of inhibitory receptors 11 Medical and Health Sciences 1107 Immunology,ar,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058574401&origin=inward
85027547510,Serial immunomonitoring of cancer patients receiving combined antagonistic anti-CD40 and chemotherapy reveals consistent and cyclical modulation of T cell and dendritic cell parameters,ar,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027547510&origin=inward
84951823822,Chemotherapy and immunotherapy: Mapping the road ahead,re,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84951823822&origin=inward
84963829026,Identification of a Bipotent Epithelial Progenitor Population in the Adult Thymus,ar,Elsevier B.V.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84963829026&origin=inward
84961613506,Dexamethasone co-medication in cancer patients undergoing chemotherapy causes substantial immunomodulatory effects with implications for chemo-immunotherapy strategies,ar,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84961613506&origin=inward
84949936992,"A phase 1b clinical trial of the CD40-activating antibody CP-870,893 in combination with cisplatin and pemetrexed in malignant pleural mesothelioma",ar,Oxford University Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84949936992&origin=inward
84921699019,A Direct Pre-screen for Marine Bacteria Producing Compounds Inhibiting Quorum Sensing Reveals Diverse Planktonic Bacteria that are Bioactive,ar,"Springer Science and Business Media, LLC",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921699019&origin=inward
84876522514,Synergistic Effect of CTLA-4 Blockade and Cancer Chemotherapy in the Induction of Anti-Tumor Immunity,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876522514&origin=inward
70349170354,Cyclophosphamide chemotherapy sensitizes tumor cells to TRAIL-dependent CD8 T cell-mediated immune attack resulting in suppression of tumor growth,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70349170354&origin=inward
34147150867,Gene and protein expression profiling of human ovarian cancer cells treated with the heat shock protein 90 inhibitor 17-allylamino-17-demethoxygeldanamycin,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34147150867&origin=inward
85114015493,Dynamic changes in the T cell receptor repertoire during treatment with radiotherapy combined with an immune checkpoint inhibitor,ar,John Wiley and Sons Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114015493&origin=inward
85107517011,"Correction to: Tumour draining lymph node-generated CD8 T cells play a role in controlling lung metastases after a primary tumour is removed but not when adjuvant immunotherapy is used (Cancer Immunology, Immunotherapy, (2021), 70, 11, (3249-3258), 10.1007/s00262-021-02934-3)",er,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107517011&origin=inward
85104158138,Tumour draining lymph node-generated CD8 T cells play a role in controlling lung metastases after a primary tumour is removed but not when adjuvant immunotherapy is used,ar,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104158138&origin=inward
85111002637,Characterization of neoantigen-specific T cells in cancer resistant to immune checkpoint therapies,ar,National Academy of Sciences,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111002637&origin=inward
85106308130,Reprogramming the anti-tumor immune response via CRISPR genetic and epigenetic editing,re,Cell Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106308130&origin=inward
85103828814,Tolerance to Proinsulin-1 Reduces Autoimmune Diabetes in NOD Mice,ar,Frontiers Media S.A.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103828814&origin=inward
85074810231,Pre-treatment tumor neo-antigen responses in draining lymph nodes are infrequent but predict checkpoint blockade therapy outcome,ar,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074810231&origin=inward
85073247230,Soluble FAS ligand is not required for pancreatic islet inflammation or beta-cell destruction in non-obese diabetic mice,ar,Springer Nature,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073247230&origin=inward
85073100489,Neo-antigen specific T cell responses indicate the presence of metastases before imaging,ar,"Nature Publishing GroupHoundmillsBasingstoke, HampshireRG21 6XS",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073100489&origin=inward
85055595621,Perinatal tolerance to proinsulin is sufficient to prevent autoimmune diabetes,ar,American Society for Clinical Investigation,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055595621&origin=inward
85067046947,Acquired resistance during adoptive cell therapy by transcriptional silencing of immunogenic antigens,ar,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067046947&origin=inward
85035320428,Granzyme a deficiency breaks immune tolerance and promotes autoimmune diabetes through a Type i interferon-dependent pathway,ar,American Diabetes Association Inc.membership@diabetes.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85035320428&origin=inward
85017103355,Immunotherapy for Lung Malignancies: From Gene Sequencing to Novel Therapies,ar,Elsevier Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017103355&origin=inward
85028716934,Transient Treg depletion enhances therapeutic anti-cancer vaccination:,ar,Wiley-Blackwell,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028716934&origin=inward
84964337210,Analysis of antigen specific T cells in diabetes - Lessons from pre-clinical studies and early clinical trials,re,Academic Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84964337210&origin=inward
84943390799,BIM deficiency protects NOD mice from diabetes by diverting thymocytes to regulatory T cells,ar,American Diabetes Association Inc.membership@diabetes.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84943390799&origin=inward
84892686874,Effector-memory T cells develop in islets and report islet pathology in type 1 diabetes,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84892686874&origin=inward
84906056658,Functional cytotoxic T lymphocytes against IGRP 206-214 predict diabetes in the non-obese diabetic mouse,ar,"Nature Publishing GroupHoundmillsBasingstoke, HampshireRG21 6XS",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906056658&origin=inward
84876796565,Proinflammatory cytokines contribute to development and function of regulatory T cells in type 1 diabetes,ar,Blackwell Publishing Inc.subscrip@blackwellpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876796565&origin=inward
84879156552,Pathogenic mechanisms in type 1 diabetes: The islet is both target and driver of disease,re,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84879156552&origin=inward
84858142915,Expression of pro- and antiapoptotic molecules of the Bcl-2 family in human islets postisolation,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84858142915&origin=inward
84856541583,Complete diabetes protection despite delayed thymic tolerance in NOD8.3 TCR transgenic mice due to antigen-induced extrathymic deletion of T cells,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856541583&origin=inward
80051950689,TNF receptor 1 deficiency increases regulatory T cell function in nonobese diabetic mice,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80051950689&origin=inward
84966668589,Lack of MG53 in human heart precludes utility as a biomarker of myocardial injury or endogenous cardioprotective factor,ar,Oxford University Pressjnl.info@oup.co.uk,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84966668589&origin=inward
84882680799,A novel class of anticancer compounds targets the actin cytoskeleton in tumor cells,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84882680799&origin=inward
80053124071,"Somatic mutations in NKX2-5, GATA4, and HAND1 are not a common cause of tetralogy of Fallot or hypoplastic left heart",ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80053124071&origin=inward
79958138045,Investigation of association between PFO complicated by cryptogenic stroke and a common variant of the cardiac transcription factor GATA4,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79958138045&origin=inward
79251575578,Increased connective tissue growth factor associated with cardiac fibrosis in the mdx mouse model of dystrophic cardiomyopathy,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79251575578&origin=inward
78650347494,GATA4 mutations in 357 unrelated patients with congenital heart malformation,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650347494&origin=inward
74549117387,Reply to the Editor,le,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=74549117387&origin=inward
64649089689,Myocardial membrane injury in pediatric cardiac surgery: An animal model,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=64649089689&origin=inward
67649395592,Dysfunction induced by ischemia versus edema: Does edema matter?,ar,Mosby Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67649395592&origin=inward
49049114051,Changes in skeletal muscle expression of AQP1 and AQP4 in dystrophinopathy and dysferlinopathy patients,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=49049114051&origin=inward
56249101005,Myocardial ischemia is more important than the effects of cardiopulmonary bypass on myocardial water handling and postoperative dysfunction: A pediatric animal model,ar,Mosby Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=56249101005&origin=inward
34547738523,"Mutations in crdiac T-box factor gene TBX20 are associated with diverse cardiac pathologies, including defects of septation and valvulogenesis and cardiomyopathy",ar,Cell Presssubs@cell.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34547738523&origin=inward
33746791014,"Cardiac aquaporin expression in humans, rats, and mice",ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33746791014&origin=inward
33746830229,Myocardial water handling and the role of aquaporins,re,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33746830229&origin=inward
33646558596,NF-κB protects neurons from ischemic injury after middle cerebral artery occlusion in mice,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33646558596&origin=inward
17044366567,Temporary focal ischemia in the mouse: Technical aspects and patterns of Fluoro-Jade evident neurodegeneration,ar,Elsevier,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=17044366567&origin=inward
4744341332,Infusion of human umbilical cord blood cells in a rat model of stroke dose-dependently rescues behavioral deficits and reduces infarct volume,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=4744341332&origin=inward
2342634555,Temporal and regional expression of Fos-related proteins in response to ischemic injury,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=2342634555&origin=inward
3042780501,Injury-induced NF-kappaB activation in the hippocampus: implications for neuronal survival.,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3042780501&origin=inward
17644387244,The transcriptional response to hypoxic insult controlled by FRA-2,ar,Cognizant Communication Corporation,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=17644387244&origin=inward
37474096,Mice expressing human mutant presenilin-1 exhibit decreased activation of NF-κB p50 in hippocampal neurons after injury,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037474096&origin=inward
37472348,Signal transduction and neurosurvival in experimental models of brain injury,re,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037472348&origin=inward
37040519,Neurodegeneration in the rat hippocampus and striatum after middle cerebral artery occlusion,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037040519&origin=inward
33860818,Hypomethylation of cytosine 5-methyltransferase in human neoplasms,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033860818&origin=inward
31973952,An in vitro study of the effects of venom of Australian elapids on murine skeletal muscle and the protective effect of homologous plasma,ar,CEVAP-UNESP,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0031973952&origin=inward
33750190143,DNA methylation in neoplasia,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750190143&origin=inward
29845768,Resident and infiltrating immune cells in the uveal tract in the early and late stages of experimental autoimmune uveoretinitis,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0029845768&origin=inward
33750178071,Resident and infiltrating immune cells in the uveal tract in experimental autoimmune uveoretinitis,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750178071&origin=inward
85132664143,Non-severe burn injury increases cancer incidence in mice and has long-term impacts on the activation and function of T cells,ar,Oxford University Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132664143&origin=inward
85115404969,IFNβ Is a Potent Adjuvant for Cancer Vaccination Strategies,ar,Frontiers Media S.A.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115404969&origin=inward
85099410261,Fine-tuning the tumour microenvironment: Current perspectives on the mechanisms of tumour immunosuppression,re,MDPI,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099410261&origin=inward
85083524680,Diverse Anti-Tumor Immune Potential Driven by Individual IFNα Subtypes,ar,Frontiers Media S.A.info@frontiersin.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083524680&origin=inward
85085869548,Cross-Presenting XCR1+ Dendritic Cells as Targets for Cancer Immunotherapy,re,NLM (Medline),https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085869548&origin=inward
84959378609,PD-L1 on peripheral blood T lymphocytes is prognostic in patients with non-small cell lung cancer (NSCLC) treated with EGFR inhibitors,ar,Elsevier Ireland Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84959378609&origin=inward
84944463390,Restoration of defective cross-presentation in tumors by gemcitabine,ar,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84944463390&origin=inward
84920982588,"Tumor-infiltrating dendritic cells exhibit defective cross-presentation of tumor antigens, but is reversed by chemotherapy",ar,Wiley-VCH Verlaginfo@wiley-vch.de,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84920982588&origin=inward
84886944060,"Tumor cells, rather than dendritic cells, deliver antigen to the lymph node for cross-presentation",ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84886944060&origin=inward
85027939228,Contribution of the immune system to the chemotherapeutic response,re,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027939228&origin=inward
78349245955,Tumor antigen cross-presentation and the dendritic cell: Where it all begins?,re,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78349245955&origin=inward
77952839416,CD8α+ DC are not the sole subset cross-presenting cell-associated tumor antigens from a solid tumor,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77952839416&origin=inward
76249090050,Dual control of antitumor CD8 T cells through the programmed death-1/programmed death-ligand 1 pathway and immunosuppressive CD4 T cells: Regulation and counterregulation,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=76249090050&origin=inward
242580050,IL-2 Intratumoral Immunotherapy Enhances CD8+ T Cells that Mediate Destruction of Tumor Cells and Tumor-Associated Vasculature: A Novel Mechanism for IL-2,ar,American Association of Immunologists,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0242580050&origin=inward
85099593793,The search for an interesting partner to combine with PD-L1 blockade in mesothelioma: Focus on TIM-3 and LAG-3,ar,MDPI AG,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099593793&origin=inward
85051119509,Bibliometric analysis of gaps in research on asbestos-related diseases: Declining emphasis on public health over 26 years,ar,BMJ Publishing Groupsubscriptions@bmjgroup.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051119509&origin=inward
84975075000,Immunotherapy for lung cancer,re,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84975075000&origin=inward
84944457204,Strong spontaneous tumor neoantigen responses induced by a natural human carcinogen,ar,"Taylor and Francis Inc.325 Chestnut St, Suite 800PhiladelphiaPA 19106",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84944457204&origin=inward
84924369766,The efficacy of tumor debulking surgery is improved by adjuvant immunotherapy using imiquimod and anti-CD40,ar,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84924369766&origin=inward
84907908977,Chemotherapy enhances cross-presentation of nuclear tumor antigens,ar,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84907908977&origin=inward
84906891136,Neoadjuvant anti-tumor vaccination prior to surgery enhances survival,ar,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906891136&origin=inward
84902173191,"The ""trojan Horse"" approach to tumor immunotherapy: Targeting the tumor microenvironment",re,"Hindawi Publishing Corporation410 Park Avenue, 15th Floor, 287 pmbNew YorkNY 10022",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84902173191&origin=inward
12444315986,Quantitation of defective and ecotropic viruses during LP-BM5 infection by real time PCR and RT-PCR,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=12444315986&origin=inward
346243725,Interferon-γ Response by Peripheral Blood Mononuclear Cells to Hepatitis C Virus Core Antigen Is Reduced in Patients with Liver Fibrosis,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0346243725&origin=inward
